source,target,category,notes,example_source,example_wrong,example_correct
ガツガツ,"거칠게, 퍽퍽, 쾅쾅",의성어,"이 문맥에서 'ガツガツ'는 단순히 음식을 게걸스럽게 먹는 느낌이 아니라, 성적인 행위 시 거침없고 격렬하게 몰아붙이는 물리적 충돌음을 의미한다. 소설적 허용을 더해 '거칠게'와 같은 부사로 처리하거나, 신체 부위가 부딪히는 소리를 묘사하는 '퍽퍽' 혹은 '쾅쾅' 등의 의태어를 사용하여 동작의 격렬함을 생생하게 전달해야 한다.",背後からガツガツと無遠慮に腰を私のお尻へと打ち付けながら肉棒を使って膣奥を抉り付く大河。そんな状態で発した言葉は私の脳へと吸い込まれた。,뒤에서 가츠가츠하고 무례하게 허리를 내 엉덩이에 부딪히며...,"뒤에서 거칠게, 무례할 정도로 내 엉덩이에 허리를 퍽퍽 들이받으며 육봉으로 질 안쪽을 파헤치는 타이가코."
プチプチ,"톡톡, 톡톡톡",의성어,"작은 물체가 터지거나 가벼운 마찰이 일어나는 소리를 나타낸다. 문맥에 따라 무언가 터지는 경쾌한 소리나, 작은 알갱이가 부딪히는 소리로 의역해야 한다. 단순히 '푸치푸치'라고 음차하지 말고, 상황에 따라 '톡톡' 혹은 '톡톡 터지는' 등의 표현을 사용하여 소설적 생동감을 살려야 한다.",――プチプチ！,――푸치푸치!,――톡톡!
クネクネ,"꿈틀꿈틀, 꾸물꾸물, 요리조리",의성어,"몸이나 물체가 유연하게 휘어지거나 움직이는 모양을 나타낸다. 문맥에 따라 몸을 '꿈틀꿈틀' 움직이는 느낌이나, 형태가 일정하지 않게 '요리조리' 움직이는 느낌으로 의역해야 자연스럽다. 단순히 '구불구불'이라고 하면 선의 모양에 치중될 수 있으므로, 동작의 생동감을 살려 번역한다.",「クネクネ動いて、尻ダンスしているみたい」,"쿠네쿠네 움직여서, 엉덩이 댄스를 하는 것 같아.","“꿈틀꿈틀 움직이는 게, 꼭 엉덩이 춤을 추는 것 같아.”"
ビンビン,빳빳하게,의성어,"상태가 매우 단단하거나 흥분하여 팽팽하게 부풀어 오른 모양을 나타낸다. 소설적 문맥에서는 단순히 '빳빳하다'는 의미를 넘어, 대상의 강도나 흥분도를 강조하기 위해 '빳빳하게 세워진', '터질 듯이 부풀어 오른' 등의 표현으로 상황에 맞춰 의역하는 것이 자연스럽다.",「すげぇビンビン！　じゅるるぅ❤　じゅるれろぉ❤」,"우와, 엄청 빈빈해! 쥬루루❤ 쥬루레로❤","“우와, 엄청 빳빳해! 츄릅, 츄르릅❤”"
イグイグ,"가버려, 가, 가버렷",의성어,"성적인 절정(orgasm)에 도달했을 때 사용하는 표현으로, 한국어 소설 문맥에서는 '가버리다'라는 동사를 반복하거나 변형하여 절박함과 쾌락을 표현한다. '이구이구'와 같이 음차하여 직역하는 것은 피해야 하며, 상황의 격렬함에 따라 '가버려', '가버렷', '가, 가, 가버려' 등으로 문맥에 맞게 의역한다.",「イグぅううっ！？　イっぢゃうぅううぅ～っ❤　イグイグイグぅうぅうっ～っ❤」,「이구이구이구우우우우우~❤」,"「가, 가버렷, 가버려어어어어억~❤」"
ザラザラ,"까칠까칠한, 거칠거칠한",의성어,"혀의 표면이 주는 질감을 나타내는 표현이다. 문맥상 혀의 감촉이 매끄럽지 않고 마찰력이 느껴지는 상태를 의미하므로, 소설적 허용을 더해 '까칠까칠한' 혹은 '거칠거칠한'으로 번역하여 촉각적 이미지를 살려야 한다. 단순히 '자라자라'와 같은 음차를 피하고, 인물의 감각이 생생하게 전달되도록 의역하는 것이 중요하다.",ザラザラとした舌の感覚は拓海が顔を小刻みに動かすたびにその当たる角度が変化する。同じ舌なのに、擦れる部分が少し変わるだけでまるで別のキスのように感じられる。,자라자라한 혀의 감각은 타쿠미가 얼굴을 조금씩 움직일 때마다 그 닿는 각도가 변화한다.,까칠까칠한 혀의 감촉은 타쿠미가 얼굴을 잘게 움직일 때마다 닿는 각도가 변했다.
ドクンドクン,두근두근,의성어,"심장의 박동을 나타내는 의성어로, 긴장감이나 흥분 상태를 나타낸다. 문맥에 따라 '두근거리는', '두근대며' 등으로 변주하여 소설적 흐름에 맞게 자연스럽게 의역해야 한다. 단순히 소리 자체를 묘사하기보다 인물의 심리 상태가 투영된 박동으로 표현하는 것이 좋다.",ドクンドクンという心臓の鼓動が聞こえる。とても早いという訳ではないが落ち着いている感じではない。,도쿤도쿤이라는 심장의 고동이 들린다.,두근두근거리는 심장 박동 소리가 들려온다.
プカプカ,둥둥,의성어,"물 위에 가볍게 떠 있는 모양을 나타낸다. 소설적 문맥에서는 단순히 '떠 있다'라고 하기보다 '둥둥 떠 있다'와 같이 부사적 표현을 사용하여 시각적인 이미지를 자연스럽게 전달해야 한다. 문장의 흐름에 따라 '둥둥 떠 있는', '둥둥 떠다니는' 등으로 의역하는 것이 좋다.",決して大きくはない胸が湯船の上で控えめにプカプカと浮かぶ。年齢的にも魅力的だとは思わないし、改めて、選び放題のイケメンお坊ちゃまが私のようなおばさんをどうして選んだのか疑問に思った。,크지 않은 가슴이 욕조 위에서 조심스럽게 푸카푸카 떠 있다.,결코 크다고 할 수는 없는 가슴이 욕조 위에서 조심스럽게 둥둥 떠 있었다.
グビグビ,벌컥벌컥,의성어,"액체를 단숨에 들이켜는 소리나 모양을 나타낸다. 소설적 문맥에서는 '벌컥벌컥' 혹은 '꿀꺽꿀꺽'으로 번역하며, 문장의 흐름에 따라 '벌컥벌컥 들이켰다' 혹은 '꿀꺽 소리를 내며 마셨다'와 같이 동사와 자연스럽게 어우러지도록 의역해야 한다.",そう言い切り、拓海の叔父である昭二さんはコップに入ったビールをグビグビと喉を鳴らしながら飲み干した。,쇼지 씨는 컵에 담긴 맥주를 구비구비 목을 울리며 다 마셨다.,그렇게 단언하며 타쿠미의 삼촌인 쇼지 씨는 컵에 담긴 맥주를 벌컥벌컥 목울대를 울리며 단숨에 비워냈다.
ジュジュ,"질척, 질척질척, 찌적",의성어,"액체가 섞인 상태에서 무언가 마찰하거나 짓눌릴 때 나는 젖은 소리를 나타낸다. 소설의 문맥에 따라 '질척이는 소리'나 '질척질척'처럼 상태를 묘사하는 부사로 의역하거나, 상황의 수위에 따라 '찌적'과 같이 조금 더 날카로운 느낌을 줄 수 있다. 단순히 소리 자체를 음차하기보다는 액체의 질감이 느껴지도록 번역해야 한다.",――グジュ！　グジュジュ！,――쥬쥬! 쥬쥬쥬!,――질척! 질척질척!
チュチュ,질척질척,의성어,"입술이나 젖은 점막이 맞닿아 마찰할 때 나는 소리를 나타낸다. 소설의 문맥에 따라 '질척질척', '츄릅', '쪽쪽' 등 상황에 맞는 의성어로 의역해야 하며, 단순히 소리 자체를 나열하기보다 문장의 흐름에 맞춰 자연스러운 한국어 표현으로 녹여내야 한다.",――クチュチュ♪,――츄츄♪,――질척질척♪
ティティ,가쁜 숨,의성어,"문맥상 긴장감이나 흥분으로 인해 입술 사이로 새어 나오는 짧고 가냘픈 숨소리를 의미한다. 소설적 허용을 통해 '티티'라는 음성 상징어를 그대로 옮기기보다는, 인물의 상태를 묘사하는 '가쁜 숨', '새어 나오는 숨', '작은 숨결' 등으로 의역하여 문장의 호흡을 살려야 한다.",緊張で詰まった息を吐き出すように、私は声を殺しながら甘い吐息を吐き出す。これまでとは比較にならないほどリスクが高い行いだというのに、私の身体はそんなスリルを堪能していた。波風立てない保守的な性格なはずなのに、大雑把な誰かさんと過ごす内に私のアイデンティティーも少し変わって来ているのだろう。,나는 목소리를 죽이며 달콤한 티티를 내뱉는다.,나는 목소리를 죽이며 달콤한 숨을 몰아쉬었다.
イライラ,"안달이 나서, 애가 타서, 짜증이 나서",의성어,"단순히 화가 난 상태를 넘어, 욕구가 해소되지 않아 몸과 마음이 달아오르고 초조해하는 문맥이다. 소설적 허용을 통해 '안달이 나다', '애가 타다'와 같이 욕망과 결합된 초조함을 표현하는 것이 자연스럽다. '이라이라'를 '짜증이 나서'라고만 직역하면 성적인 긴장감이 결여될 수 있으므로 주의해야 한다.",「え、えぇ……す、すごくセックスしたくて、けど、できないから、すごく、ムラムラして、イライラして……」,"너무 하고 싶어서, 엄청 무라무라하고 이라이라해서……","너무 하고 싶어서, 정말 몸이 달아오르고 애가 타서……"
ムラムラ,"몸이 달아올라, 근질근질, 애가 타서",의성어,"성적인 욕구가 강하게 일어나 참기 힘든 상태를 나타낸다. 문맥에 따라 '몸이 달아오르다', '애가 타다', '근질근질하다' 등으로 의역하며, 화자의 감정 상태가 고조된 것을 소설적으로 자연스럽게 표현해야 한다. 단순히 '욕정이 생기다'와 같은 딱딱한 표현보다는 인물의 갈증이나 조바심이 느껴지도록 번역한다.",「え、えぇ……す、すごくセックスしたくて、けど、できないから、すごく、ムラムラして、イライラして……」,너무 무라무라해서 이라이라해요.,"너무 몸이 달아올라서, 애가 타 죽겠단 말이에요……."
シャシャ,"촤르르, 촤르르르, 촤르륵",의성어,"금속이나 단단한 물체가 빠르게 스치거나 긁히는 소리, 혹은 얇은 천이나 종이가 급하게 쓸리는 소리를 나타낸다. 문맥에 따라 '촤르르'와 같이 속도감과 질감을 살려 의역해야 하며, 단순히 '샤샤'라고 음차하는 것은 피해야 한다.",――カシャシャシャシャシャ！,카샤샤샤샤샤! 소리를 내며 칼이 움직였다.,촤르르르륵! 하는 소리와 함께 칼날이 빠르게 스쳐 지나갔다.
ズボズボ,"퍽퍽, 푹푹, 찔러대는",의성어,"성적인 행위 중 삽입이 반복되는 거칠고 깊은 움직임을 나타낸다. 문맥상 단순히 소리를 묘사하기보다 '퍽퍽 박히는', '푹푹 찔러대는' 등 동사적 표현을 활용하여 행위의 격렬함을 소설적으로 묘사해야 한다. '즈보즈보'를 그대로 음차하거나 단순한 의성어로 처리하는 것은 피해야 한다.",「す、すごいわ、これ❤　見えちゃっているわ、私たちが繋がって入るところ❤　ズボズボと犯されちゃっているところ、見えちゃっているわぁ❤」,우리가 연결되는 곳이 즈보즈보 범해지고 있는 것이 보여요.,"우리가 연결되는 곳이, 퍽퍽 범해지고 있는 모습이 다 보인다고요!"
ヌチュヌチュ,질척질척,의성어,"액체나 점액질이 섞인 상태에서 발생하는 끈적하고 외설적인 마찰음을 나타낸다. 소설적 문맥에서는 단순히 단어만 나열하기보다 '질척이는', '질척질척거리는' 등 형용사적 표현이나 부사적 표현을 사용하여 상황의 분위기를 살려 자연스럽게 의역하는 것이 중요하다.",部屋の中には家内と健太君の肌が擦れ合う鈍い音に混じって、ヌチュヌチュという卑猥な音が響きました。,"방 안에는 아내와 켄타 군의 피부가 스치는 둔탁한 소리에 섞여, 누츄누츄라는 비외한 소리가 울렸습니다.","방 안에는 아내와 켄타 군의 살결이 맞닿는 둔탁한 소리에 섞여, 질척질척거리는 외설적인 소리가 울려 퍼졌습니다."
ガクンガクン,"격하게, 덜컥덜컥, 크게",의성어,"신체가 강한 충격이나 움직임에 의해 위아래로 크게 흔들리는 모양을 나타낸다. 소설적 문맥에서는 단순히 소리를 묘사하기보다 '몸이 격하게 흔들리며', '몸이 크게 출렁이며'와 같이 동작의 강도를 나타내는 부사나 형용사적 표현으로 의역하여 문장의 호흡을 자연스럽게 만드는 것이 중요하다.",家内は顔をタオルで覆い隠しているものの、健太君の執拗な攻撃に感じているのは明らかでした。身体がガクンガクンと揺れ、身体を大きくよじりながらもう耐えられなくなったのか、股間に吸い付いている健太君の頭を押して離そうとしましたが、まったく無駄な抵抗でした。,신체가 가쿤가쿤하고 흔들리고 있었다.,"몸이 격하게 흔들리고 있었고, 몸을 크게 뒤틀며 더는 견딜 수 없게 된 것인지..."
